"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0400000US12","Florida","8826394","23013","5.6","0.2","3.5","0.1","7.2","0.2","8.0","0.2","11.7","0.2","17.4","0.2","13.4","0.2","16.0","0.2","7.7","0.1","9.5","0.2","69303","616","99349","793","38.2","(X)","(X)","(X)","(X)","(X)","5684399","26016","3.5","0.2","1.7","0.1","5.0","0.2","6.4","0.2","10.7","0.3","17.5","0.3","14.6","0.2","19.1","0.3","9.4","0.2","12.2","0.2","83410","598","115717","982","(X)","(X)","40.2","(X)","(X)","(X)","4119638","29189","1.9","0.1","1.1","0.1","3.3","0.2","4.6","0.2","8.7","0.3","16.0","0.4","15.3","0.3","22.0","0.3","11.5","0.3","15.6","0.3","98444","812","134074","1313","(X)","(X)","(X)","(X)","(X)","(X)","3141995","25744","10.4","0.4","7.1","0.3","12.1","0.3","11.7","0.3","14.2","0.4","17.6","0.4","10.3","0.4","9.1","0.3","3.6","0.2","3.9","0.2","43665","612","64627","1040","(X)","(X)","(X)","(X)","33.1","(X)",
"0400000US13","Georgia","4092467","12679","5.6","0.2","3.6","0.2","6.9","0.2","7.3","0.2","11.2","0.3","16.8","0.4","13.3","0.3","16.9","0.4","8.2","0.2","10.2","0.2","72837","640","99863","908","40.8","(X)","(X)","(X)","(X)","(X)","2733234","19775","3.8","0.2","1.8","0.2","4.5","0.3","5.9","0.2","10.2","0.3","16.6","0.4","14.3","0.4","19.4","0.5","10.1","0.3","13.4","0.3","86642","867","116323","1180","(X)","(X)","42.7","(X)","(X)","(X)","1917471","19807","1.5","0.2","0.8","0.1","2.6","0.2","3.8","0.2","8.0","0.3","14.9","0.5","15.1","0.4","22.7","0.6","12.9","0.4","17.7","0.4","105880","940","137787","1493","(X)","(X)","(X)","(X)","(X)","(X)","1359233","17401","10.2","0.4","7.6","0.5","12.3","0.5","11.0","0.6","13.7","0.6","17.4","0.5","10.4","0.6","10.5","0.5","3.7","0.3","3.1","0.3","44656","924","61965","928","(X)","(X)","(X)","(X)","35.5","(X)",
"0400000US15","Hawaii","494827","4463","5.3","0.6","2.6","0.3","5.1","0.5","5.2","0.6","8.6","0.6","14.8","0.9","12.0","0.7","20.1","1.0","11.0","0.7","15.4","0.7","92458","2241","120969","2397","38.7","(X)","(X)","(X)","(X)","(X)","335052","5901","2.6","0.5","1.4","0.3","3.0","0.4","4.5","0.6","8.0","0.8","13.5","0.9","12.2","0.9","23.2","1.2","13.0","0.9","18.5","1.0","108285","2332","135028","3088","(X)","(X)","40.8","(X)","(X)","(X)","240727","5335","1.3","0.4","0.7","0.3","1.9","0.4","3.3","0.5","6.2","0.9","11.9","1.1","12.2","1.0","24.8","1.5","15.1","1.3","22.6","1.2","122592","3409","151985","3721","(X)","(X)","(X)","(X)","(X)","(X)","159775","5300","11.4","1.5","5.6","0.8","10.4","1.3","7.7","1.2","11.5","1.1","18.9","1.6","11.1","1.2","12.6","1.2","5.3","1.0","5.5","1.0","53295","2199","76308","3514","(X)","(X)","(X)","(X)","31.9","(X)",
"0400000US16","Idaho","717151","4796","3.8","0.3","3.4","0.4","6.5","0.5","7.6","0.5","11.5","0.7","19.0","0.8","15.4","0.9","18.0","0.7","7.0","0.5","7.7","0.5","72785","1134","94503","1951","34.3","(X)","(X)","(X)","(X)","(X)","491073","7254","2.4","0.3","1.7","0.3","3.6","0.4","5.5","0.5","10.5","0.7","18.4","0.9","18.1","1.1","21.5","0.8","8.6","0.6","9.8","0.7","85193","1411","108727","2765","(X)","(X)","34.4","(X)","(X)","(X)","396372","7169","1.3","0.3","1.1","0.3","2.6","0.4","3.8","0.5","8.9","0.7","17.9","0.9","18.9","1.2","24.2","0.9","9.9","0.7","11.5","0.9","93252","1527","119113","3458","(X)","(X)","(X)","(X)","(X)","(X)","226078","6123","8.0","0.9","7.6","0.9","13.1","1.3","13.4","1.3","15.8","1.3","19.5","1.6","9.1","1.0","8.5","1.1","2.6","0.5","2.4","0.4","42145","1724","57863","2581","(X)","(X)","(X)","(X)","32.3","(X)",
"0400000US17","Illinois","5056360","12532","5.9","0.2","3.5","0.1","6.5","0.2","7.1","0.2","10.1","0.2","15.9","0.3","12.9","0.3","17.6","0.3","9.0","0.2","11.6","0.3","76708","584","106728","840","38.5","(X)","(X)","(X)","(X)","(X)","3137923","19933","3.4","0.2","1.7","0.1","4.0","0.2","5.2","0.3","8.3","0.3","15.1","0.4","13.8","0.3","20.8","0.4","11.9","0.3","15.9","0.4","96948","927","129493","1172","(X)","(X)","40.9","(X)","(X)","(X)","2282497","19532","1.3","0.1","0.7","0.1","2.1","0.2","3.4","0.2","6.4","0.3","13.5","0.4","13.8","0.3","23.7","0.5","14.6","0.4","20.5","0.4","116450","898","151829","1364","(X)","(X)","(X)","(X)","(X)","(X)","1918437","18723","10.4","0.4","6.8","0.3","11.2","0.4","10.6","0.5","13.6","0.4","17.5","0.5","11.0","0.4","11.4","0.5","3.7","0.2","3.8","0.3","46533","744","65371","1109","(X)","(X)","(X)","(X)","33.3","(X)",
"0400000US18","Indiana","2726489","11359","5.6","0.2","3.8","0.2","7.1","0.3","8.2","0.3","12.6","0.3","18.0","0.4","14.1","0.3","16.6","0.4","7.3","0.3","6.8","0.2","66785","659","88805","868","35.5","(X)","(X)","(X)","(X)","(X)","1740106","15718","3.5","0.3","2.0","0.2","4.0","0.3","5.6","0.3","10.5","0.4","18.1","0.5","16.1","0.4","20.9","0.6","9.9","0.4","9.5","0.3","84508","883","106944","1207","(X)","(X)","36.7","(X)","(X)","(X)","1307913","16414","1.1","0.2","1.0","0.1","2.1","0.2","3.8","0.3","8.5","0.4","17.2","0.5","17.5","0.5","24.7","0.8","12.1","0.5","11.9","0.4","97914","1132","122445","1425","(X)","(X)","(X)","(X)","(X)","(X)","986383","15051","10.1","0.6","7.5","0.5","13.3","0.6","13.4","0.6","16.7","0.7","17.9","0.6","9.6","0.5","7.7","0.5","2.2","0.3","1.7","0.2","39768","699","53033","949","(X)","(X)","(X)","(X)","32.2","(X)",
"0400000US19","Iowa","1330995","5631","4.3","0.3","3.6","0.3","7.5","0.4","7.4","0.3","12.2","0.5","18.4","0.5","14.2","0.4","17.3","0.4","7.8","0.3","7.3","0.3","69588","889","92695","1332","33.4","(X)","(X)","(X)","(X)","(X)","821960","8203","2.5","0.3","1.6","0.2","3.7","0.4","4.8","0.3","9.6","0.6","17.0","0.6","16.5","0.6","22.9","0.6","11.0","0.4","10.4","0.5","90851","1014","114205","1764","(X)","(X)","33.8","(X)","(X)","(X)","646759","8553","0.9","0.1","0.6","0.1","2.2","0.3","3.2","0.3","7.3","0.5","15.7","0.7","17.5","0.6","26.5","0.6","13.3","0.5","12.6","0.6","103754","1256","128072","2038","(X)","(X)","(X)","(X)","(X)","(X)","509035","8555","8.1","0.6","7.2","0.5","14.2","0.7","12.2","0.7","17.3","0.9","20.0","1.0","10.1","0.6","6.9","0.7","1.9","0.3","2.0","0.3","41504","811","54531","1551","(X)","(X)","(X)","(X)","31.5","(X)",
"0400000US20","Kansas","1175294","6195","5.3","0.4","3.6","0.3","7.5","0.4","8.1","0.4","11.7","0.5","17.8","0.6","13.5","0.5","16.9","0.5","7.6","0.3","8.1","0.4","68925","1152","93221","1338","35.9","(X)","(X)","(X)","(X)","(X)","740407","9430","2.8","0.3","1.6","0.3","3.8","0.4","5.3","0.4","9.4","0.5","17.5","0.7","15.8","0.7","22.2","0.6","10.3","0.5","11.2","0.5","89712","1178","113962","2055","(X)","(X)","37.2","(X)","(X)","(X)","574286","9532","1.4","0.2","0.8","0.2","2.0","0.2","3.3","0.3","7.6","0.6","16.6","0.7","16.7","0.7","25.3","0.7","12.5","0.6","13.7","0.6","102123","1279","128205","2516","(X)","(X)","(X)","(X)","(X)","(X)","434887","8580","10.3","0.9","7.2","0.7","14.1","0.8","13.5","0.9","16.0","0.8","18.6","1.0","8.7","0.7","6.9","0.6","2.4","0.4","2.2","0.4","39735","1255","54058","1716","(X)","(X)","(X)","(X)","32.3","(X)",
"0400000US21","Kentucky","1828680","8263","6.8","0.3","5.8","0.3","8.9","0.3","8.9","0.4","12.4","0.4","17.5","0.5","12.6","0.4","14.9","0.5","6.2","0.3","6.0","0.3","59341","924","82614","1237","34.6","(X)","(X)","(X)","(X)","(X)","1172125","12188","4.3","0.3","2.8","0.3","5.9","0.4","7.4","0.4","11.1","0.4","17.7","0.6","14.7","0.5","19.5","0.6","8.4","0.4","8.2","0.4","76119","1049","99631","1642","(X)","(X)","36.1","(X)","(X)","(X)","860710","12785","1.9","0.2","1.4","0.2","3.7","0.3","5.8","0.5","9.0","0.5","17.2","0.7","16.5","0.6","23.4","0.7","10.6","0.6","10.5","0.5","91212","1284","115427","1997","(X)","(X)","(X)","(X)","(X)","(X)","656555","10650","12.3","0.7","11.4","0.7","15.0","0.7","12.3","0.6","15.5","0.9","16.5","0.9","7.9","0.5","5.8","0.5","1.6","0.3","1.7","0.2","33993","894","48151","1555","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US22","Louisiana","1816902","10634","7.9","0.4","6.0","0.3","10.2","0.5","9.4","0.5","12.0","0.4","16.4","0.5","11.5","0.4","14.2","0.5","6.2","0.3","6.2","0.3","55416","800","79175","989","39.9","(X)","(X)","(X)","(X)","(X)","1131137","14836","5.0","0.4","2.9","0.3","7.7","0.5","8.0","0.5","10.8","0.5","16.9","0.7","13.4","0.6","18.2","0.7","8.3","0.5","8.7","0.4","72866","1324","96505","1397","(X)","(X)","41.7","(X)","(X)","(X)","754142","12873","1.7","0.3","1.0","0.2","3.9","0.4","5.3","0.5","8.9","0.5","16.5","0.7","15.7","0.8","22.9","0.9","11.6","0.6","12.3","0.6","94699","1428","119167","1798","(X)","(X)","(X)","(X)","(X)","(X)","685765","12298","13.8","0.8","11.3","0.7","15.4","0.8","12.0","0.8","14.2","0.8","14.7","0.8","8.2","0.6","6.7","0.5","2.1","0.3","1.6","0.3","32360","864","47270","1336","(X)","(X)","(X)","(X)","35.5","(X)",
"0400000US23","Maine","605338","5032","4.7","0.5","4.0","0.4","7.6","0.5","7.6","0.5","11.9","0.6","17.6","0.8","13.7","0.8","17.3","0.7","7.7","0.6","7.9","0.6","69543","1494","93555","2231","33.1","(X)","(X)","(X)","(X)","(X)","370935","6284","2.1","0.5","1.5","0.3","3.9","0.5","5.1","0.6","10.4","0.7","18.2","1.0","15.4","0.9","21.8","0.9","10.2","0.8","11.2","0.9","88063","2214","114321","3113","(X)","(X)","33.3","(X)","(X)","(X)","292681","5984","1.1","0.2","0.8","0.2","2.9","0.5","3.6","0.5","8.5","0.7","16.9","0.9","15.9","1.0","25.1","1.1","11.7","0.9","13.4","1.0","100366","2748","127359","3627","(X)","(X)","(X)","(X)","(X)","(X)","234403","6361","9.3","1.1","8.3","0.9","13.9","1.1","12.7","1.0","15.4","1.2","17.2","1.4","10.1","1.1","8.2","0.9","2.9","0.5","2.1","0.5","40639","1513","55434","2071","(X)","(X)","(X)","(X)","31.2","(X)",
"0400000US24","Maryland","2375984","8175","4.8","0.3","2.6","0.2","4.9","0.3","5.5","0.3","8.3","0.3","13.5","0.4","12.5","0.5","18.7","0.5","11.6","0.4","17.5","0.4","94991","1080","125876","1355","37.7","(X)","(X)","(X)","(X)","(X)","1546282","14790","2.7","0.2","1.2","0.2","3.1","0.3","4.2","0.3","7.0","0.4","12.1","0.5","12.0","0.5","20.5","0.6","14.2","0.5","23.2","0.7","117294","1435","148486","1793","(X)","(X)","39.4","(X)","(X)","(X)","1104626","13299","1.1","0.2","0.6","0.1","1.9","0.3","2.4","0.3","4.9","0.3","9.5","0.5","11.5","0.6","21.6","0.8","16.5","0.6","30.1","0.8","141599","1724","172927","2074","(X)","(X)","(X)","(X)","(X)","(X)","829702","14716","9.6","0.5","5.6","0.6","8.9","0.6","8.9","0.7","11.6","0.7","16.8","0.7","12.9","0.8","14.4","0.8","6.0","0.5","5.4","0.4","57179","1731","77318","1849","(X)","(X)","(X)","(X)","32.8","(X)",
"0400000US25","Massachusetts","2797776","8835","5.2","0.2","3.6","0.2","5.6","0.2","5.6","0.3","8.3","0.3","12.7","0.4","11.3","0.3","17.6","0.4","11.0","0.3","19.0","0.4","94488","1260","133823","1651","39.4","(X)","(X)","(X)","(X)","(X)","1724355","13855","2.9","0.2","1.5","0.2","3.4","0.3","4.2","0.3","6.7","0.4","11.5","0.5","11.1","0.4","19.8","0.5","13.4","0.4","25.4","0.6","120263","1404","162406","2429","(X)","(X)","41.7","(X)","(X)","(X)","1263224","13630","1.2","0.2","0.6","0.1","1.9","0.2","2.6","0.3","4.6","0.3","9.2","0.4","10.7","0.5","20.9","0.6","16.0","0.6","32.3","0.7","145577","1609","191170","2989","(X)","(X)","(X)","(X)","(X)","(X)","1073421","13764","9.6","0.5","7.3","0.5","9.7","0.5","8.3","0.5","11.1","0.6","15.3","0.7","11.5","0.5","13.5","0.6","6.4","0.4","7.4","0.4","55979","1580","82617","1855","(X)","(X)","(X)","(X)","34.5","(X)",
"0400000US26","Michigan","4089794","11504","5.7","0.2","4.0","0.2","7.6","0.2","8.1","0.2","12.0","0.2","17.6","0.3","13.2","0.3","16.4","0.3","7.5","0.2","8.1","0.2","66986","675","91856","714","36.7","(X)","(X)","(X)","(X)","(X)","2548560","17210","3.5","0.2","2.0","0.2","4.4","0.2","5.7","0.3","10.0","0.3","17.4","0.4","15.0","0.4","20.5","0.4","10.2","0.3","11.3","0.3","85865","844","111255","1009","(X)","(X)","38.0","(X)","(X)","(X)","1868821","17438","1.4","0.1","0.8","0.1","2.6","0.2","4.0","0.2","7.8","0.3","16.1","0.4","15.9","0.4","24.3","0.5","12.8","0.4","14.4","0.3","102076","856","128843","1312","(X)","(X)","(X)","(X)","(X)","(X)","1541234","16450","10.2","0.4","7.8","0.4","13.2","0.5","12.6","0.4","15.7","0.5","17.9","0.6","9.5","0.4","8.4","0.4","2.5","0.2","2.3","0.2","40459","543","56097","982","(X)","(X)","(X)","(X)","33.5","(X)",
"0400000US27","Minnesota","2322190","6929","4.3","0.3","3.1","0.2","5.6","0.2","6.4","0.2","9.8","0.3","16.3","0.3","13.8","0.3","19.0","0.3","10.2","0.3","11.6","0.3","82338","749","109737","1087","32.3","(X)","(X)","(X)","(X)","(X)","1456312","12349","2.2","0.3","1.3","0.1","2.9","0.2","4.1","0.3","7.4","0.3","14.5","0.4","14.7","0.4","23.3","0.5","13.6","0.4","16.1","0.4","105324","797","133458","1444","(X)","(X)","33.0","(X)","(X)","(X)","1147255","11307","1.0","0.1","0.7","0.1","1.7","0.2","2.6","0.2","5.5","0.3","12.6","0.4","14.8","0.5","25.9","0.5","15.9","0.5","19.3","0.5","119140","1207","149174","1714","(X)","(X)","(X)","(X)","(X)","(X)","865878","11838","8.7","0.5","6.3","0.4","10.6","0.5","11.1","0.6","14.5","0.7","19.5","0.7","11.6","0.6","10.7","0.5","3.7","0.3","3.3","0.3","48461","1190","65533","1417","(X)","(X)","(X)","(X)","29.8","(X)",
"0400000US28","Mississippi","1148340","8056","8.1","0.4","6.4","0.4","10.6","0.4","9.3","0.5","13.2","0.6","17.4","0.7","12.1","0.6","13.2","0.6","4.8","0.3","4.9","0.3","52719","895","72624","1038","41.0","(X)","(X)","(X)","(X)","(X)","754264","11027","5.1","0.5","3.1","0.3","7.6","0.6","8.2","0.6","12.5","0.8","18.4","0.9","14.9","0.8","17.1","0.8","6.6","0.5","6.5","0.5","66973","1560","87442","1483","(X)","(X)","43.7","(X)","(X)","(X)","503356","9840","1.9","0.4","1.4","0.2","4.1","0.5","5.7","0.6","10.4","0.8","18.8","1.1","17.4","1.1","22.6","1.1","8.7","0.7","9.1","0.6","85762","1424","106427","2015","(X)","(X)","(X)","(X)","(X)","(X)","394076","9362","15.1","1.0","13.3","1.1","17.2","0.9","11.7","0.8","14.8","0.9","14.5","1.0","6.4","0.6","4.4","0.6","1.2","0.3","1.4","0.4","28667","1309","40989","1658","(X)","(X)","(X)","(X)","34.9","(X)",
"0400000US29","Missouri","2521832","11480","5.7","0.2","4.4","0.2","7.7","0.3","8.5","0.3","12.3","0.3","17.9","0.4","13.4","0.4","16.2","0.4","6.9","0.3","7.0","0.3","64811","733","88586","1068","35.3","(X)","(X)","(X)","(X)","(X)","1569735","16545","3.2","0.3","1.9","0.2","4.5","0.3","6.3","0.4","10.4","0.4","17.9","0.5","15.5","0.5","20.8","0.6","9.7","0.4","9.8","0.4","83420","949","108019","1412","(X)","(X)","36.1","(X)","(X)","(X)","1168049","15509","1.5","0.2","0.9","0.1","2.5","0.2","4.3","0.4","8.2","0.4","17.0","0.5","16.7","0.7","24.5","0.7","11.8","0.5","12.5","0.4","98090","1097","123979","1791","(X)","(X)","(X)","(X)","(X)","(X)","952097","15163","10.7","0.6","9.0","0.5","13.5","0.6","12.8","0.6","16.0","0.6","18.0","0.7","8.9","0.5","7.1","0.4","1.9","0.3","2.1","0.2","38435","948","52852","1171","(X)","(X)","(X)","(X)","32.7","(X)",
"0400000US30","Montana","464072","4326","5.0","0.5","4.4","0.5","7.4","0.6","7.8","0.6","12.5","0.7","17.9","1.0","15.0","0.8","16.0","1.0","6.6","0.6","7.5","0.6","67631","1496","90874","2372","36.2","(X)","(X)","(X)","(X)","(X)","282216","5376","2.6","0.5","1.9","0.4","3.6","0.6","5.7","0.7","10.3","0.9","18.9","1.3","17.1","1.1","21.1","1.3","9.3","1.0","9.5","0.8","83580","1825","109448","3615","(X)","(X)","38.0","(X)","(X)","(X)","223380","5140","1.4","0.4","0.9","0.3","2.3","0.5","4.2","0.7","8.9","0.9","17.7","1.3","18.3","1.4","23.7","1.7","11.2","1.1","11.4","1.0","94791","2641","121898","4352","(X)","(X)","(X)","(X)","(X)","(X)","181856","6008","9.3","1.1","8.2","1.1","13.7","1.2","12.4","1.3","16.4","1.4","16.4","1.4","10.2","1.3","7.9","1.2","2.1","0.5","3.4","0.7","40582","1321","58278","2523","(X)","(X)","(X)","(X)","32.2","(X)",
"0400000US31","Nebraska","803157","3991","4.9","0.4","3.4","0.4","7.4","0.5","7.6","0.5","12.4","0.6","17.4","0.6","13.5","0.6","17.4","0.6","8.0","0.5","8.0","0.4","69597","1168","94599","1700","34.0","(X)","(X)","(X)","(X)","(X)","501595","6684","2.8","0.4","1.5","0.3","3.9","0.5","4.7","0.5","9.6","0.6","16.7","0.7","15.4","0.8","22.9","0.9","11.4","0.7","11.1","0.7","92676","1584","116618","2512","(X)","(X)","35.4","(X)","(X)","(X)","390540","6987","1.0","0.2","0.6","0.2","2.2","0.4","3.1","0.4","7.2","0.6","15.3","0.6","16.4","0.9","26.6","1.1","14.0","0.9","13.6","0.8","106393","1653","132582","3175","(X)","(X)","(X)","(X)","(X)","(X)","301562","6560","9.0","0.9","6.9","0.8","13.6","0.9","13.1","1.1","17.8","1.4","19.1","1.1","9.4","0.8","7.1","0.7","1.7","0.3","2.2","0.4","40712","914","54076","2074","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US32","Nevada","1198356","7074","5.6","0.4","3.1","0.3","6.5","0.5","7.4","0.4","11.6","0.6","17.6","0.6","13.6","0.6","17.9","0.6","7.9","0.4","8.8","0.4","72333","1026","98422","1835","38.6","(X)","(X)","(X)","(X)","(X)","773666","11594","3.8","0.4","1.6","0.3","4.4","0.5","5.4","0.5","10.7","0.6","17.0","0.7","15.3","0.7","21.1","0.9","9.7","0.5","11.0","0.6","85593","1877","112544","2556","(X)","(X)","40.0","(X)","(X)","(X)","530175","9613","1.9","0.4","0.9","0.2","2.8","0.4","4.0","0.5","8.3","0.7","15.6","0.9","16.0","1.0","24.2","1.2","12.2","0.7","14.1","0.8","100620","1866","129581","3354","(X)","(X)","(X)","(X)","(X)","(X)","424690","9909","10.2","0.9","5.8","0.7","11.2","1.0","11.7","0.9","14.3","1.0","19.5","1.1","10.1","1.0","10.0","0.8","3.0","0.4","4.2","0.6","46176","1218","66078","2226","(X)","(X)","(X)","(X)","34.4","(X)",
"0400000US33","New Hampshire","557220","4834","3.1","0.4","2.8","0.4","5.3","0.6","5.7","0.5","8.8","0.7","16.0","0.9","13.1","0.7","18.6","0.9","11.5","0.6","15.0","0.8","89992","2310","119452","2468","33.4","(X)","(X)","(X)","(X)","(X)","358120","5637","1.6","0.3","1.2","0.3","2.1","0.4","3.7","0.5","6.8","0.7","14.1","1.0","13.9","1.0","22.3","1.3","14.9","0.9","19.4","1.1","112950","2905","140757","3072","(X)","(X)","34.3","(X)","(X)","(X)","285354","5422","0.7","0.2","0.6","0.2","1.5","0.4","2.6","0.5","5.0","0.6","12.6","1.0","13.3","1.0","24.1","1.5","16.9","1.0","22.6","1.2","126386","3142","154617","3495","(X)","(X)","(X)","(X)","(X)","(X)","199100","5765","6.4","0.9","6.3","1.0","11.4","1.2","9.9","1.2","13.2","1.6","19.8","1.6","11.9","1.2","11.3","1.1","4.4","0.7","5.4","0.8","52292","1703","75262","3536","(X)","(X)","(X)","(X)","30.2","(X)",
"0400000US34","New Jersey","3516978","9044","4.4","0.2","2.9","0.2","5.0","0.2","5.9","0.2","7.9","0.3","13.7","0.4","11.6","0.3","18.1","0.4","11.5","0.3","18.9","0.4","96346","1114","134191","1358","39.5","(X)","(X)","(X)","(X)","(X)","2378459","15865","2.2","0.2","1.4","0.1","3.4","0.3","4.2","0.3","6.8","0.4","12.4","0.4","11.5","0.4","20.0","0.4","13.8","0.4","24.3","0.5","117988","1589","157601","1686","(X)","(X)","41.6","(X)","(X)","(X)","1753523","16037","1.2","0.1","0.7","0.1","1.9","0.2","2.6","0.2","4.9","0.3","10.5","0.4","10.7","0.4","20.9","0.6","16.1","0.5","30.5","0.6","140500","1507","181939","1938","(X)","(X)","(X)","(X)","(X)","(X)","1138519","15495","9.7","0.5","6.4","0.5","8.7","0.5","10.2","0.5","11.2","0.5","17.2","0.6","11.6","0.6","13.1","0.6","5.9","0.4","6.2","0.4","54589","1202","78512","1893","(X)","(X)","(X)","(X)","33.4","(X)",
"0400000US35","New Mexico","848218","4975","7.4","0.6","4.9","0.4","9.5","0.6","9.2","0.6","12.1","0.6","16.3","0.8","12.5","0.6","15.6","0.7","6.4","0.4","6.3","0.4","59726","1306","82382","1541","36.7","(X)","(X)","(X)","(X)","(X)","516464","8138","4.5","0.5","2.6","0.4","6.5","0.7","7.9","0.8","12.0","0.9","17.0","1.1","14.1","1.0","18.6","1.0","8.5","0.7","8.3","0.6","74341","1775","97014","1806","(X)","(X)","39.5","(X)","(X)","(X)","344144","7331","1.8","0.4","1.4","0.3","4.7","0.7","5.5","0.7","10.2","1.0","15.2","1.1","15.5","1.3","22.7","1.3","11.5","1.0","11.5","0.8","92049","2669","116046","2437","(X)","(X)","(X)","(X)","(X)","(X)","331754","8427","13.0","1.2","8.9","0.9","14.5","1.1","11.9","1.0","13.0","1.0","15.3","1.2","8.7","0.9","9.9","1.0","2.3","0.5","2.6","0.4","36532","1339","55207","2176","(X)","(X)","(X)","(X)","30.7","(X)",
"0400000US36","New York","7774308","19481","6.8","0.2","4.1","0.2","6.7","0.2","6.5","0.2","9.3","0.2","14.3","0.2","11.6","0.3","16.4","0.2","9.4","0.2","15.0","0.2","79557","722","119130","887","43.3","(X)","(X)","(X)","(X)","(X)","4738232","25470","4.2","0.2","2.2","0.1","4.7","0.2","5.2","0.2","8.2","0.2","13.6","0.3","12.3","0.3","19.0","0.3","11.6","0.2","18.9","0.3","99066","815","141334","1238","(X)","(X)","46.8","(X)","(X)","(X)","3288930","25343","1.6","0.1","1.1","0.1","3.1","0.2","3.7","0.2","6.5","0.2","11.9","0.3","12.2","0.3","21.1","0.4","14.1","0.3","24.6","0.4","121320","940","168776","1838","(X)","(X)","(X)","(X)","(X)","(X)","3036076","25008","11.6","0.3","7.5","0.3","10.3","0.3","8.9","0.3","11.5","0.3","15.7","0.4","10.5","0.4","11.4","0.4","5.1","0.2","7.5","0.3","50181","780","78600","1257","(X)","(X)","(X)","(X)","36.4","(X)",
"0400000US37","North Carolina","4299266","15150","5.4","0.2","4.0","0.2","7.4","0.2","8.1","0.2","12.1","0.3","17.7","0.3","13.0","0.3","16.0","0.4","7.4","0.2","8.7","0.2","67481","623","94353","843","36.8","(X)","(X)","(X)","(X)","(X)","2785497","19389","3.4","0.2","2.1","0.2","4.7","0.2","6.3","0.3","10.6","0.3","17.5","0.4","14.7","0.3","19.3","0.5","9.6","0.4","11.8","0.3","83448","914","112123","1205","(X)","(X)","38.5","(X)","(X)","(X)","2057368","19109","1.5","0.2","0.9","0.1","2.8","0.2","4.2","0.2","8.4","0.3","16.5","0.5","15.8","0.4","22.9","0.6","11.9","0.4","15.1","0.4","99793","1160","130320","1470","(X)","(X)","(X)","(X)","(X)","(X)","1513769","18054","9.9","0.4","7.9","0.3","13.0","0.5","12.1","0.4","15.3","0.5","18.2","0.5","9.1","0.4","8.9","0.4","2.9","0.3","2.6","0.2","41534","469","58122","969","(X)","(X)","(X)","(X)","32.6","(X)",
